runner_id,model_name,dataset_name,regularization,regularization_param,train_loss,test_loss,train_accuracy,test_accuracy,timestamp,epochs,lr,device,batch_size,seed,pretrained,total_weights,l1_norm,l2_norm,max_weight,min_weight,model_size_mb
ishapira,resnet18,CIFAR-10,l1,0.0001,0.6100809313583374,0.851880104637146,78.748,70.91,2023-11-18_14-24-31,20,0.001,cuda:0,256,42,False,11172042,5299.7338790893555,69.85376786440611,0.6455270051956177,-0.5246355533599854,42.617958068847656
itaishapira,lenet,FashionMNIST,layer_norm,,0.16913218270142874,0.30660979795455934,93.795,89.74,2023-11-07_08-20-22,10,0.001,cpu,256,42,,137536,13392.076154053211,157.83708056807518,1.5042169094085693,-1.1718072891235352,0.524658203125
itaishapira,lenet,MNIST,l2,0.01,0.22844345496495566,0.20882551426887513,93.44833333333334,94.13,2023-11-06_18-31-51,2,0.001,cpu,256,42,,128576,628.7048829495907,13.426828354597092,0.3480238914489746,-0.36463555693626404,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.001,0.3217996944999695,0.8361646119117737,88.774,74.66,2023-11-18_14-47-35,20,0.001,cuda:0,256,42,False,11172042,9760.320379972458,78.45433330535889,0.3922814130783081,-0.3162399232387543,42.617958068847656
ishapira,resnet18,CIFAR-10,dropout,0.7,0.6104378954315186,1.00319977350235,87.522,69.15,2023-11-18_14-02-19,20,0.001,cuda:0,256,42,False,11172042,293901.5327503681,543.5685717463493,0.5941002368927002,-0.5247220396995544,42.617958068847656
ishapira,resnet18,CIFAR-10,none,,0.07689098008155823,1.5548721128463745,97.512,70.28,2023-11-18_13-45-33,20,0.001,cuda:0,256,42,False,11679912,307789.4666557312,604.619668841362,0.5943582653999329,-1.1360790729522705,44.555328369140625
ishapira,resnet18,CIFAR-10,dropout,0.3,0.15181026590824126,1.3217635751724244,95.246,69.69,2023-11-18_13-51-08,20,0.001,cuda:0,256,42,False,11172042,312904.89956355095,586.4602912068367,0.6055442690849304,-0.582756757736206,42.617958068847656
ishapira,resnet18,CIFAR-10,l2,0.1,2.3025889274597167,2.302588920211792,10.0,10.0,2023-11-18_14-36-15,20,0.001,cuda:0,256,42,False,11172042,5.860191504092654,0.11012693797238171,0.006169378757476807,-0.003989955876022577,42.617958068847656
itaishapira,lenet,FashionMNIST,l1,0.0001,0.32706600244839984,0.3576870227575302,88.14,87.26,2023-11-07_08-38-02,10,0.001,cpu,256,42,,128576,944.6619317829609,21.937262549996376,0.6824090480804443,-0.6234570145606995,0.490478515625
itaishapira,lenet,MNIST,batch_norm,,0.04441146742502848,0.04994284267872572,98.64833333333333,98.37,2023-11-06_18-25-02,2,0.001,cpu,256,42,,128664,6889.203655004501,54.414421223104,1.4895366430282593,-0.24515049159526825,0.490814208984375
itaishapira,lenet,MNIST,l_infinty,0.01,0.034731283232197166,0.03609186041536741,98.92,98.77,2023-11-07_07-53-57,10,0.001,cpu,256,42,,128576,8051.085014224052,59.48085691034794,0.4988082945346832,-1.2238068580627441,0.490478515625
ishapira,resnet18,CIFAR-10,dropout,0.3,0.15181026590824126,1.3217635751724244,95.246,69.69,2023-11-18_13-51-10,20,0.001,cuda:0,256,42,False,11172042,312904.89956355095,586.4602912068367,0.6055442690849304,-0.582756757736206,42.617958068847656
itaishapira,lenet,MNIST,l1,0.01,4.405729269917806,4.405072703552246,11.236666666666666,11.35,2023-11-06_18-28-59,2,0.001,cpu,256,42,,128576,49.937167802709155,7.331101692921948,0.8445971608161926,-0.000659361423458904,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.0001,0.09802395303010941,1.4116252960205078,96.778,71.55,2023-11-18_14-52-23,20,0.001,cuda:0,256,42,False,11172042,43195.2271065712,202.95938169956207,0.4710713326931,-0.4782494902610779,42.617958068847656
ishapira,resnet18,CIFAR-10,l1,0.01,2.3025853191375734,2.3025853408813477,10.0,10.0,2023-11-18_14-13-37,20,0.001,cuda:0,256,42,False,11172042,1385.3862545737065,1.8520664214156568,0.0010588668519631028,-0.001733452663756907,42.617958068847656
itaishapira,lenet,MNIST,l_infinty,0.1,0.037239516100784145,0.042095251886546614,98.88333333333334,98.6,2023-11-07_07-51-31,10,0.001,cpu,256,42,,128576,7353.029228806496,50.684797033667564,0.45030057430267334,-0.819862961769104,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.1,2.3025889274597167,2.302588920211792,10.0,10.0,2023-11-18_14-35-40,20,0.001,cuda:0,256,42,False,11172042,5.860191504092654,0.11012693797238171,0.006169378757476807,-0.003989955876022577,42.617958068847656
itaishapira,lenet,MNIST,dropout,0.5,0.05177551470200221,0.04847743416633457,98.47166666666666,98.52,2023-11-07_07-25-46,10,0.001,cpu,256,42,,128576,17826.81297838688,104.23717333376408,0.5456041097640991,-0.8494147658348083,0.490478515625
ishapira,resnet18,CIFAR-10,l1,0.1,2.30258504737854,2.302584997558594,10.0,10.0,2023-11-18_14-07-49,20,0.001,cuda:0,256,42,False,11172042,1386.303015952697,1.8520058269496076,0.000664366118144244,-0.0006526572396978736,42.617958068847656
itaishapira,lenet,MNIST,layer_norm,,0.041748578780889514,0.049786833653599025,98.76166666666667,98.34,2023-11-06_18-25-41,2,0.001,cpu,256,42,,137536,11533.746187627316,138.59238843619823,1.195296049118042,-0.41219374537467957,0.524658203125
itaishapira,lenet,FashionMNIST,dropout,0.7,0.5175938970565795,0.5295727016925812,79.925,79.31,2023-11-07_08-27-48,10,0.001,cpu,256,42,,128576,18335.76098740101,100.24276268482208,0.5591225028038025,-0.5858410596847534,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.01,1.2614798070526123,1.2892639171600342,53.19,53.28,2023-11-18_14-41-14,20,0.001,cuda:0,256,42,False,11172042,1448.749302148819,23.820667415857315,0.26143205165863037,-0.24282169342041016,42.617958068847656
itaishapira,lenet,MNIST,l1,0.01,2.364323156992594,2.364348051452637,11.236666666666666,11.35,2023-11-07_07-33-58,10,0.001,cpu,256,42,,128576,85.96076391200768,10.535488094115863,1.438427209854126,-0.0006526346551254392,0.490478515625
itaishapira,lenet,MNIST,none,,0.029574267747998238,0.03711461622468196,99.04333333333334,98.74,2023-11-07_07-14-55,10,0.001,cpu,256,42,,128576,7212.407037913799,49.19372156262398,0.41971343755722046,-0.5102354288101196,0.490478515625
itaishapira,lenet,MNIST,l1,0.1,6.729652132415771,6.72914577178955,11.236666666666666,11.35,2023-11-07_07-31-13,10,0.001,cpu,256,42,,128576,17.670136927859858,1.3073426608461887,1.1188887357711792,-0.0006198478513397276,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.0001,0.31501994450887044,0.3559661002874374,88.59333333333333,87.03,2023-11-07_08-47-57,10,0.001,cpu,256,42,,128576,2079.3232984542847,27.699970960617065,0.64644855260849,-0.57709801197052,0.490478515625
itaishapira,lenet,MNIST,l2,0.0001,0.03154640297492345,0.038132138838991525,98.99333333333334,98.69,2023-11-07_07-49-02,10,0.001,cpu,256,42,,128576,1531.2941272258759,25.023444086313248,0.6383809447288513,-0.522487461566925,0.490478515625
itaishapira,lenet,MNIST,l2,0.1,2.3099155361175536,2.3100312618255616,11.236666666666666,11.35,2023-11-07_07-41-40,10,0.001,cpu,256,42,,128576,141.31378733366728,4.579067330807447,0.1531599909067154,-0.13634955883026123,0.490478515625
ishapira,resnet18,CIFAR-10,l1,0.0005,1.2190252155303956,1.2457622381210327,55.948,55.46,2023-11-18_14-30-35,20,0.001,cuda:0,256,42,False,11172042,1875.018916606903,31.766262352466583,0.8575285077095032,-0.6736304759979248,42.617958068847656
itaishapira,lenet,MNIST,dropout,0.7,0.5099097466786703,0.4952033885002136,86.01666666666667,86.82,2023-11-06_18-27-37,2,0.001,cpu,256,42,,128576,10357.236175596714,60.63990634679794,0.3568190634250641,-0.3388270139694214,0.490478515625
ishapira,resnet18,CIFAR-10,l1,0.001,1.659149326019287,1.6540364700317383,37.628,38.41,2023-11-18_14-18-57,20,0.001,cuda:0,256,42,False,11172042,1513.0620064735413,21.032735764980316,1.363661289215088,-1.3659327030181885,42.617958068847656
itaishapira,lenet,FashionMNIST,l1,0.001,0.4897164969444275,0.514243455696106,82.22,81.51,2023-11-07_08-35-27,10,0.001,cpu,256,42,,128576,246.40183630445972,14.686425743158907,0.8400872945785522,-0.836717963218689,0.490478515625
itaishapira,lenet,MNIST,layer_norm,,0.007296538895973936,0.046749741208401974,99.80166666666666,98.74,2023-11-07_07-20-25,10,0.001,cpu,256,42,,137536,12082.133629858494,147.112001568079,1.3365424871444702,-0.5655544996261597,0.524658203125
ishapira,resnet18,CIFAR-10,l2,0.0005,0.1597382539844513,1.0671106874465943,94.64,73.72,2023-11-18_14-58-55,20,0.001,cuda:0,256,42,False,11172042,16738.977956295013,110.82324576377869,0.4005109667778015,-0.312115877866745,42.617958068847656
itaishapira,lenet,MNIST,l1,0.0001,0.16634388454755147,0.15471202253103256,94.96166666666667,95.26,2023-11-06_18-30-27,2,0.001,cpu,256,42,,128576,1208.9922867417336,20.06513638794422,0.4251154363155365,-0.3801330327987671,0.490478515625
ishapira,resnet18,CIFAR-10,dropout,0.7,0.6104378954315186,1.00319977350235,87.522,69.15,2023-11-18_14-02-14,20,0.001,cuda:0,256,42,False,11172042,293901.5327503681,543.5685717463493,0.5941002368927002,-0.5247220396995544,42.617958068847656
itaishapira,lenet,MNIST,batch_norm,,0.008407477353016536,0.040014848673783125,99.77666666666667,98.89,2023-11-07_07-17-41,10,0.001,cpu,256,42,,128664,7551.252374142408,61.79473730921745,1.6085025072097778,-0.502826452255249,0.490814208984375
ishapira,resnet18,CIFAR-10,l2,0.001,0.3217996944999695,0.8361646119117737,88.774,74.66,2023-11-18_14-46-49,20,0.001,cuda:0,256,42,False,11172042,9760.320379972458,78.45433330535889,0.3922814130783081,-0.3162399232387543,42.617958068847656
itaishapira,lenet,MNIST,l1,0.001,0.1194740470647812,0.11333741947412491,96.325,96.61,2023-11-07_07-36-38,10,0.001,cpu,256,42,,128576,261.74950695363805,15.187406593933702,0.7525362968444824,-0.5967004895210266,0.490478515625
ishapira,resnet18,CIFAR-10,l_infinty,0.1,0.09816951249361038,1.6652877477645873,96.812,69.02,2023-11-18_15-04-30,20,0.001,cuda:0,256,42,False,11172042,305749.36790180206,568.7935348153114,0.5735265612602234,-0.610370934009552,42.617958068847656
itaishapira,lenet,MNIST,dropout,0.3,0.11146700596412024,0.10136978957355022,96.56666666666666,96.68,2023-11-06_18-26-20,2,0.001,cpu,256,42,,128576,9273.749505519867,56.75707000494003,0.3716829717159271,-0.4041072130203247,0.490478515625
ishapira,resnet18,CIFAR-10,none,,2.307241887512207,2.3072419204711916,10.0,10.0,2023-11-18_11-59-09,100,0.1,cuda:0,128,42,False,11679912,2549906.2016601562,5442.834281921387,4.754021644592285,-19.132516860961914,44.555328369140625
ishapira,resnet18,CIFAR-10,l1,0.0001,0.6100809313583374,0.851880104637146,78.748,70.91,2023-11-18_14-24-55,20,0.001,cuda:0,256,42,False,11172042,5299.7338790893555,69.85376786440611,0.6455270051956177,-0.5246355533599854,42.617958068847656
ishapira,resnet18,CIFAR-10,l_infinty,0.01,0.08723080849647522,1.5883058153152465,97.168,68.87,2023-11-18_15-08-55,20,0.001,cuda:0,256,42,False,11172042,313956.66280686855,586.8006461262703,0.5872116088867188,-0.6634835004806519,42.617958068847656
itaishapira,lenet,FashionMNIST,none,,0.3098265011151632,0.3530068966150284,88.57333333333334,87.12,2023-11-07_08-15-12,10,0.001,cpu,256,42,,128576,9287.632750868797,70.55649362504482,0.598757266998291,-1.4795109033584595,0.490478515625
itaishapira,lenet,MNIST,l_infinty,0.01,0.16904611988067628,0.15717340923547746,94.92166666666667,95.02,2023-11-06_18-34-16,2,0.001,cpu,256,42,,128576,6723.380960583687,43.60757005214691,0.3564075827598572,-0.2937365472316742,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.01,1.2614798070526123,1.2892639171600342,53.19,53.28,2023-11-18_14-41-55,20,0.001,cuda:0,256,42,False,11172042,1448.749302148819,23.820667415857315,0.26143205165863037,-0.24282169342041016,42.617958068847656
itaishapira,lenet,FashionMNIST,l_infinty,0.1,0.32769465861320496,0.36551687870025634,87.94833333333334,86.68,2023-11-07_08-50-21,10,0.001,cpu,256,42,,128576,9103.6802713871,68.13014084100723,0.5198007225990295,-0.7978033423423767,0.490478515625
itaishapira,lenet,MNIST,dropout,0.5,0.15639900647799174,0.14754584391713144,95.48666666666666,95.56,2023-11-06_18-26-58,2,0.001,cpu,256,42,,128576,10089.966976046562,60.50541923940182,0.31929799914360046,-0.3703545928001404,0.490478515625
ishapira,resnet18,CIFAR-10,l_infinty,0.1,0.09816951249361038,1.6652877477645873,96.812,69.02,2023-11-18_15-03-26,20,0.001,cuda:0,256,42,False,11172042,305749.36790180206,568.7935348153114,0.5735265612602234,-0.610370934009552,42.617958068847656
ishapira,resnet18,CIFAR-10,l1,0.0005,1.2190252155303956,1.2457622381210327,55.948,55.46,2023-11-18_14-30-05,20,0.001,cuda:0,256,42,False,11172042,1875.018916606903,31.766262352466583,0.8575285077095032,-0.6736304759979248,42.617958068847656
itaishapira,resnet18,CIFAR-10,batch_norm,,0.13828163357019424,0.9983771855354309,95.16,73.64,2023-11-07_16-57-08,10,0.001,cpu,256,42,,11699112,306986.07511913776,3093.4780585467815,67.10294342041016,-7.8662495613098145,44.628570556640625
itaishapira,lenet,FashionMNIST,l1,0.1,6.90107069905599,6.901070584869385,10.0,10.0,2023-11-07_08-30-23,10,0.001,cpu,256,42,,128576,16.07615504669957,0.13084628689102829,0.013865964487195015,-0.0006291143945418298,0.490478515625
itaishapira,lenet,MNIST,l2,0.0001,0.15847639088630677,0.14261328967809678,95.27166666666666,95.58,2023-11-06_18-33-04,2,0.001,cpu,256,42,,128576,2441.634025335312,27.938270181417465,0.4410918653011322,-0.2988220155239105,0.490478515625
itaishapira,lenet,MNIST,l_infinty,0.001,0.12146427580515544,0.1131735184058547,96.25333333333333,96.61,2023-11-06_18-34-51,2,0.001,cpu,256,42,,128576,6719.155166685581,43.935467287898064,0.3432345688343048,-0.34339600801467896,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.0001,0.09802395303010941,1.4116252960205078,96.778,71.55,2023-11-18_14-53-15,20,0.001,cuda:0,256,42,False,11172042,43195.2271065712,202.95938169956207,0.4710713326931,-0.4782494902610779,42.617958068847656
ishapira,resnet18,CIFAR-10,l_infinty,0.01,0.08723080849647522,1.5883058153152465,97.168,68.87,2023-11-18_15-10-04,20,0.001,cuda:0,256,42,False,11172042,313956.66280686855,586.8006461262703,0.5872116088867188,-0.6634835004806519,42.617958068847656
itaishapira,lenet,FashionMNIST,l_infinty,0.001,0.33691884060700733,0.37181923747062684,87.72333333333333,86.46,2023-11-07_08-55-10,10,0.001,cpu,256,42,,128576,9482.786939799786,73.1018696129322,0.38368019461631775,-1.1845718622207642,0.490478515625
itaishapira,lenet,MNIST,l1,0.1,6.8717120735168455,6.871768316650391,10.441666666666666,10.28,2023-11-06_18-28-16,2,0.001,cpu,256,42,,128576,16.458168621058576,0.2887023631774355,0.15403831005096436,-0.0006513568223454058,0.490478515625
itaishapira,lenet,MNIST,l2,0.01,0.13528901863098144,0.12198551453351975,96.11333333333333,96.38,2023-11-07_07-44-09,10,0.001,cpu,256,42,,128576,521.5958743467927,12.357696486636996,0.42400801181793213,-0.3568571209907532,0.490478515625
ishapira,resnet18,CIFAR-10,l_infinty,0.001,0.08228482166290284,1.608766020965576,97.286,69.38,2023-11-18_15-15-37,20,0.001,cuda:0,256,42,False,11172042,305703.54352784157,570.4744926691055,0.5386362075805664,-0.5496589541435242,42.617958068847656
itaishapira,lenet,MNIST,l1,0.0001,0.047713319978117945,0.0478065823379904,98.585,98.28,2023-11-07_07-39-08,10,0.001,cpu,256,42,,128576,748.0381285697222,19.566170167177916,0.5828348994255066,-0.45786240696907043,0.490478515625
itaishapira,lenet,MNIST,l2,0.001,0.0480876405219237,0.0470073105096817,98.55333333333333,98.41,2023-11-07_07-46-36,10,0.001,cpu,256,42,,128576,954.6614035367966,18.41121733188629,0.4674147963523865,-0.5194569826126099,0.490478515625
itaishapira,lenet,FashionMNIST,l_infinty,0.01,0.3118209580739339,0.34885885486602786,88.71333333333334,87.14,2023-11-07_08-52-45,10,0.001,cpu,256,42,,128576,8439.727323770523,61.182800114154816,0.6159436106681824,-1.244356632232666,0.490478515625
ishapira,resnet18,CIFAR-10,dropout,0.5,0.24736562006950377,1.0432341145515442,93.258,69.31,2023-11-18_13-56-42,20,0.001,cuda:0,256,42,False,11172042,294857.03354144096,556.0683057904243,0.5974403619766235,-0.6121756434440613,42.617958068847656
itaishapira,lenet,FashionMNIST,l2,0.01,0.5096504468123119,0.5377732532978058,81.055,80.25,2023-11-07_08-43-06,10,0.001,cpu,256,42,,128576,532.881997898221,12.291393496096134,0.3295963704586029,-0.40265727043151855,0.490478515625
ishapira,resnet18,CIFAR-10,l1,0.001,1.659149326019287,1.6540364700317383,37.628,38.41,2023-11-18_14-19-17,20,0.001,cuda:0,256,42,False,11172042,1513.0620064735413,21.032735764980316,1.363661289215088,-1.3659327030181885,42.617958068847656
itaishapira,lenet,FashionMNIST,dropout,0.3,0.3170634151776632,0.3500826246023178,88.41166666666666,87.06,2023-11-07_08-22-51,10,0.001,cpu,256,42,,128576,17564.623472988605,109.33593398332596,0.4973980188369751,-1.3193784952163696,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.0005,0.1597382539844513,1.0671106874465943,94.64,73.72,2023-11-18_14-57-57,20,0.001,cuda:0,256,42,False,11172042,16738.977956295013,110.82324576377869,0.4005109667778015,-0.312115877866745,42.617958068847656
itaishapira,lenet,MNIST,none,,0.10686220119396846,0.0937498994603753,96.865,97.22,2023-11-06_18-24-23,2,0.001,cpu,256,42,,128576,6821.767361700535,44.29925246536732,0.3549064099788666,-0.3646840751171112,0.490478515625
itaishapira,lenet,MNIST,l2,0.1,2.3271218616485596,2.326806060028076,11.268333333333333,11.38,2023-11-06_18-31-11,2,0.001,cpu,256,42,,128576,161.7321158722043,4.67358978278935,0.1397230625152588,-0.16341380774974823,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.1,2.3083416906992595,2.309077624130249,10.0,10.0,2023-11-07_08-40-30,10,0.001,cpu,256,42,,128576,168.2442104369402,5.663764331489801,0.2126200944185257,-0.1487278938293457,0.490478515625
itaishapira,lenet,MNIST,l1,0.001,0.20350378576914468,0.18418151037693023,93.97833333333334,94.67,2023-11-06_18-29-44,2,0.001,cpu,256,42,,128576,433.09031427279115,15.277419341728091,0.41644716262817383,-0.3898155093193054,0.490478515625
itaishapira,lenet,MNIST,l2,0.001,0.1383998429854711,0.12033982678055763,95.78666666666666,96.3,2023-11-06_18-32-27,2,0.001,cpu,256,42,,128576,1422.8814021646976,20.540734708309174,0.3341614603996277,-0.32309892773628235,0.490478515625
itaishapira,lenet,MNIST,l_infinty,0.001,0.0429431129693985,0.05263410745859146,98.62,98.29,2023-11-07_07-56-21,10,0.001,cpu,256,42,,128576,7722.236003994942,54.02795696258545,0.572693407535553,-0.9566311836242676,0.490478515625
itaishapira,resnet18,CIFAR-10,none,,0.2746876909065247,1.0932937984466553,90.968,69.09,2023-11-07_14-41-06,10,0.001,cpu,256,42,,11679912,275747.64615631104,511.77329874038696,0.5280808806419373,-1.2220393419265747,44.555328369140625
itaishapira,lenet,FashionMNIST,dropout,0.5,0.43001796555519106,0.4547462253093719,83.83166666666666,82.62,2023-11-07_08-25-19,10,0.001,cpu,256,42,,128576,18890.887818336487,111.72997200489044,0.4571635127067566,-0.9596465826034546,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.001,0.3394382316907247,0.3703719219684601,87.76166666666667,86.86,2023-11-07_08-45-31,10,0.001,cpu,256,42,,128576,1190.6075062155724,20.174003794789314,0.48257941007614136,-0.5857743620872498,0.490478515625
